 ,BETA,BOOK-TO-PRICE,EARNINGS YIELD,GROWTH,LEVERAGE,LIQUIDITY,MOMENTUM,NON-LINEAR SIZE,RESIDUAL VOLATILITY,SIZE
26-10-2006,-0.2749,-0.0571,0.0239,0.2369,-0.001,0.0469,0.0682,-0.1622,-0.292,0.3741
25-10-2006,-0.072,-0.0148,-0.0651,0.1563,0.001,-0.0224,0.2943,-0.1313,-0.4603,0.4183
24-10-2006,0.1956,0.2725,0.3269,-0.0361,0.1608,0.1687,0.2488,-0.0743,-0.006,-0.2649
23-10-2006,-0.3828,-0.2588,-0.1451,0.078,0.1149,-0.1046,0.3622,-0.0614,-0.5834,0.4074
20-10-2006,-0.0151,-0.1667,0.0058,-0.0284,-0.0653,0.0046,0.3538,0.0918,-0.1328,0.1775
19-10-2006,-0.02,-0.0763,0.0451,0.0492,-0.0189,-0.0218,0.2384,-0.1105,0.1184,-0.0627
18-10-2006,0.1231,0.12,0.1458,-0.0898,0.0469,0.0888,0.0398,-0.0855,0.1304,0.047
17-10-2006,0.0282,-0.2722,0.0089,0.0713,-0.0718,-0.0641,0.149,0.1168,-0.0399,0.0418
16-10-2006,0.0147,0.2367,-0.157,-0.0299,0.0116,-0.0023,-0.1535,0.0548,-0.1123,-0.2929
13-10-2006,0.0738,-0.2869,0.0449,-0.2284,-0.0245,0.0693,-0.1322,-0.0201,0.0664,-0.0317
12-10-2006,-0.347,0.0636,0.2269,-0.1384,0.1331,-0.3844,-0.108,-0.1027,-0.2945,-0.0106
11-10-2006,-0.0739,-0.0626,0.0917,-0.0721,0.1706,-0.2376,-0.0308,0.1126,0.1424,-0.2333
10-10-2006,0.0687,0.255,-0.0678,0.0496,0.0951,-0.0924,0.1145,0.056,-0.0047,-0.2414
09-10-2006,0.1514,0.2265,-0.0318,-0.034,-0.044,-0.0038,0.1568,-0.0044,0.1311,0.0189
29-09-2006,-0.0774,0.098,0.0101,-0.0127,-0.0128,0.1198,0.0217,0.0948,0.1719,0.0355
28-09-2006,-0.0144,-0.1856,0.0236,0.1205,0.0175,-0.0076,0.2395,-0.1507,-0.0522,0.1038
27-09-2006,0.1259,0.1218,0.049,-0.0696,0.0109,0.1741,-0.0253,0.006,0.0382,-0.1497
26-09-2006,0.0337,-0.0097,-0.0969,-0.0934,-0.0755,-0.344,-0.327,0.249,0.131,-0.0943
25-09-2006,0.0639,0.0139,-0.241,0.0658,-0.0122,-0.1619,-0.2302,0.219,0.0758,-0.0824
22-09-2006,-0.0048,-0.1977,-0.1374,0.0669,0.0017,-0.0776,0.0645,-0.0377,0.0784,0.1352
21-09-2006,0.0965,-0.1337,-0.2334,0.0874,0.0166,-0.0878,0.0715,-0.111,-0.3029,0.1723
20-09-2006,-0.0927,-0.1403,0.0058,-0.0556,0.0125,-0.0727,0.0502,-0.0003,-0.0679,-0.1233
19-09-2006,-0.1603,-0.0648,-0.1676,0.1352,-0.0719,-0.0772,0.251,0.1276,0.0704,-0.0991
18-09-2006,0.314,0.0823,0.1789,-0.0306,0.0183,-0.0343,-0.1692,-0.0207,0.2731,-0.1854
15-09-2006,0.1211,0.0713,0.1513,0.0164,0.0074,-0.018,-0.1133,-0.2106,-0.166,0.3348
14-09-2006,0.118,0.2376,-0.2166,-0.013,-0.0813,-0.0218,-0.3106,0.0197,0.3459,-0.0334
13-09-2006,-0.2754,-0.128,0.001,-0.2006,0.0442,-0.154,-0.0088,-0.2215,-0.2681,0.1347
12-09-2006,-0.0054,-0.0518,-0.0186,-0.0566,0.0359,0.0326,-0.0194,-0.1403,-0.2019,0.1394
11-09-2006,0.0424,0.1255,-0.1929,0.0064,0.06,0.0611,-0.0877,0.0521,-0.2155,-0.0548
08-09-2006,0.0307,-0.0759,-0.04,-0.036,0.1046,-0.0099,0.0045,-0.1719,-0.041,-0.0341
07-09-2006,-0.298,-0.2305,-0.1157,0.0697,0.086,-0.1323,0.218,0.0465,-0.303,-0.0147
06-09-2006,0.136,-0.0524,0.0309,0.0413,-0.1306,-0.0866,-0.1039,-0.1247,0.3239,-0.1181
05-09-2006,0.0715,0.1852,-0.2827,-0.0234,-0.0534,-0.0811,-0.1213,0.0056,0.1288,-0.1209
04-09-2006,0.3782,0.0426,-0.0888,0.1201,-0.1423,0.0248,-0.1167,0.0514,-0.0667,-0.1252
01-09-2006,-0.3992,-0.182,-0.1045,0.045,0.1933,-0.1575,0.2444,-0.1016,-0.2903,0.0599
31-08-2006,0.0962,0.0823,0.0769,-0.0309,0.0522,-0.1402,0.015,0.2264,0.1226,-0.1771
30-08-2006,0.1921,0.156,-0.0655,0.0186,0.0166,0.0762,-0.1077,0.0819,0.0722,-0.1212
29-08-2006,-0.1298,0.0104,-0.2668,0.267,-0.093,-0.1798,0.061,-0.011,0.061,0.1565
28-08-2006,0.4682,-0.0239,0.2885,0.0089,0.0522,0.1404,-0.0736,0.0442,0.2496,0.0902
25-08-2006,0.0491,-0.0219,0.1435,-0.0075,0.0479,-0.1626,0.0268,0.007,0.1183,0.0361
24-08-2006,0.0652,0.0057,-0.1058,0.0132,-0.0091,0.0177,-0.2029,0.021,0.2243,-0.1864
23-08-2006,0.0395,-0.0981,-0.0179,-0.1333,0.0636,-0.1237,0.2097,-0.1255,-0.1408,0.0446
22-08-2006,0.2998,-0.1357,0.0792,0.0587,0.007,-0.0562,0.0043,-0.0363,0.2683,-0.0265
21-08-2006,0.0936,0.0749,-0.1816,-0.0687,-0.0993,0.0826,0.1813,0.0741,0.0265,-0.0832
18-08-2006,-0.098,-0.0361,-0.147,-0.0203,0.0232,-0.0388,0.1157,-0.092,-0.2391,0.1692
17-08-2006,-0.0776,-0.014,-0.1224,0.0577,-0.0506,-0.0451,-0.0131,-0.0954,0.0825,0.0133
16-08-2006,0.43,0.0003,0.076,-0.0418,-0.0217,-0.0058,-0.0431,0.0324,0.4075,-0.1287
15-08-2006,0.5454,0.0542,0.191,0.0398,0.0489,0.0197,-0.1088,-0.0448,0.1424,-0.1489
14-08-2006,-0.6561,-0.232,0.0342,-0.0022,-0.0595,-0.097,0.0088,0.0513,-0.4235,0.1846
11-08-2006,0.0222,-0.0243,-0.0788,-0.0321,0.1334,-0.018,0.2379,0.0551,-0.1776,-0.0549
10-08-2006,0.3266,0.167,0.1863,-0.0212,-0.0286,-0.1167,-0.0341,-0.1356,0.3376,-0.1362
09-08-2006,0.1059,0.038,-0.0702,-0.0076,0.0359,-0.0137,0.0321,0.0183,0.1648,-0.0948
08-08-2006,0.7371,0.3197,0.0818,0.0073,-0.0137,-0.1284,-0.1917,0.0989,0.4282,-0.3228
07-08-2006,-0.5284,-0.3119,-0.022,0.2265,-0.0171,0.2866,0.1554,-0.0909,-0.0309,0.4257
04-08-2006,-0.751,-0.3711,-0.0072,-0.035,0.0595,-0.0997,-0.0757,-0.0841,-0.5564,0.389
03-08-2006,-0.0019,0.1533,0.0019,-0.0257,0.0696,-0.0536,0.036,0.0629,-0.2863,-0.1654
02-08-2006,0.2806,0.1324,-0.0287,0.2569,0.089,-0.0037,-0.011,-0.101,-0.2586,0.0196
01-08-2006,-0.1467,0.098,-0.045,0.1937,-0.1211,-0.0911,-0.0542,-0.0232,-0.1249,0.1872
31-07-2006,-0.5774,0.046,-0.538,0.0345,0.0439,-0.3253,-0.0755,-0.1524,-0.4729,0.3475
28-07-2006,-0.0559,0.1281,-0.1001,0.0821,-0.0033,-0.1264,-0.2317,-0.0181,-0.0552,-0.0424
27-07-2006,-0.2597,-0.1886,-0.0256,-0.1119,-0.0146,-0.0137,0.0309,-0.0198,-0.2079,0.0588
26-07-2006,0.035,0.0242,0.0101,-0.1653,-0.0222,-0.1389,-0.0763,0.168,-0.0379,-0.1882
25-07-2006,0.0999,-0.0269,0.1444,-0.0096,-0.0201,0.1672,0.0739,-0.0411,0.2254,-0.0579
24-07-2006,0.036,-0.0942,0.051,-0.0473,-0.0661,-0.2531,0.0348,-0.0509,-0.1668,-0.061
21-07-2006,0.3017,-0.1177,-0.0225,-0.0177,0.0605,-0.1948,-0.0457,-0.1678,-0.1757,0.1359
20-07-2006,0.301,0.2213,-0.1101,0.0072,-0.0473,-0.0907,-0.0225,-0.1127,-0.0386,-0.1507
19-07-2006,-0.3065,-0.1219,-0.103,0.0126,0.0275,-0.3195,0.1496,0.2395,-0.5942,-0.1728
18-07-2006,0.1209,0.0863,-0.0974,-0.1619,0.1775,0.107,-0.0344,0.1539,-0.0958,-0.208
17-07-2006,0.3115,-0.0218,0.047,0.0774,0.027,-0.0135,-0.0981,0.0645,0.018,-0.2873
14-07-2006,0.3113,-0.0269,0.0335,0.1581,0.0648,-0.0464,0.017,0.1115,-0.2722,0.1782
13-07-2006,-0.846,-0.3398,-0.5818,-0.0354,-0.0312,-0.4309,0.4363,-0.0287,-0.7281,0.3807
12-07-2006,-0.0238,-0.1433,0.0684,-0.0723,-0.0403,-0.0091,0.139,0.0569,0.2976,0.1515
11-07-2006,0.0707,-0.2648,0.05,-0.142,0.1025,-0.0476,-0.0639,0.078,0.1382,-0.222
10-07-2006,0.2401,-0.097,0.1423,0.0121,0.0002,-0.1738,-0.2486,-0.1239,-0.0556,-0.3559
07-07-2006,-0.0349,-0.0062,0.0561,-0.0925,-0.0182,0.0203,0.002,0.0609,0.1865,-0.3077
06-07-2006,0.3091,-0.0525,0.1036,-0.0058,0.0825,0.0791,0.0698,0.0115,0.0577,-0.1895
05-07-2006,-0.2407,-0.0455,-0.1422,0.0039,-0.2115,0.0126,0.0381,0.1328,-0.2472,-0.1537
04-07-2006,-0.2606,-0.0524,-0.1036,0.0353,0.0665,-0.0013,0.0537,0.0955,0.4354,-0.1643
03-07-2006,0.152,0.0163,0.1879,0.0591,0.032,0.497,-0.4103,0.1232,0.1995,-0.0675
30-06-2006,-0.2058,-0.0872,-0.0254,0.1744,-0.0169,-0.0226,0.0662,-0.0082,0.0973,-0.041
29-06-2006,0.2636,-0.0545,0.1215,-0.1053,0.2736,0.024,0.1145,-0.1024,-0.0057,0.2266
28-06-2006,-0.2107,-0.0077,0.0937,-0.0693,0.0598,0.0232,-0.1414,0.0279,-0.1488,-0.0649
27-06-2006,0.0458,-0.1698,-0.0026,0.0368,0.0209,-0.1359,-0.0163,0.0636,0.0319,-0.0814
26-06-2006,0.3388,-0.0318,0.3063,-0.0061,-0.0762,0.0277,-0.2564,-0.0062,-0.115,-0.0142
23-06-2006,0.2461,0.0946,0.0882,-0.0457,-0.0278,0.0616,0.1905,0.0186,-0.2392,-0.2344
22-06-2006,-0.1814,0.0728,0.0916,-0.0244,0.0748,0.167,0.0397,0.2331,0.1142,-0.1319
21-06-2006,-0.1574,-0.0648,-0.1522,0.0276,-0.1252,-0.1588,0.0155,0.2445,0.1296,0.0147
20-06-2006,-0.1098,-0.2049,0.1429,0.0398,-0.0453,0.1069,0.1891,0.103,0.1119,-0.4561
19-06-2006,-0.0469,0.0152,0.0882,-0.081,0.1111,0.0326,0.4013,-0.1413,0.1045,0.0234
16-06-2006,0.4784,0.0193,0.1768,-0.0721,0.0977,0.0469,0.2583,-0.1634,0.1353,0.07
15-06-2006,0.1646,0.0396,-0.0544,0.1501,0,0.0536,0.2763,-0.2528,-0.0458,-0.1837
14-06-2006,0.0556,0.0553,-0.0363,0.0115,-0.0309,-0.1436,-0.3393,0.0225,-0.1688,-0.236
13-06-2006,0.3113,-0.1198,0.097,-0.0695,0.0208,-0.055,0.2539,0.1306,0.0089,-0.1859
12-06-2006,-0.0249,0.1115,0.1044,0.1965,0.0916,0.0952,0.4901,-0.0532,-0.2626,-0.07
09-06-2006,-0.7035,-0.2868,-0.0252,0.0822,0.0261,-0.2604,0.2581,0.1353,-0.4383,0.079
08-06-2006,0.0005,0.0253,0.2466,0.1029,0.0398,0.2093,0.5294,-0.0764,-0.4245,-0.1224
07-06-2006,-1.6872,-0.538,-0.2505,0.0889,-0.1188,0.0232,0.1774,-0.1452,-0.4118,0.066
06-06-2006,-0.3177,0.0074,-0.246,0.0382,-0.1564,0.0189,-0.7584,-0.1267,-0.1827,0.2485
05-06-2006,0.1087,0.3962,-0.0369,0.1171,-0.0077,0.0161,-0.1237,0.016,-0.3095,-0.5243
02-06-2006,0.0782,0.1036,-0.3485,0.0176,-0.0122,-0.0556,-0.4961,0.1663,-0.8991,-0.3397
01-06-2006,0.8547,0.1717,-0.0701,-0.078,0.1114,-0.1904,-0.4352,0.153,0.0836,-0.2194
31-05-2006,-0.077,0.1723,-0.2661,0.0106,-0.0755,-0.2957,-0.6216,-0.0142,0.1866,-0.0769
30-05-2006,0.089,-0.0389,-0.2298,0.0962,0.1413,-0.0716,0.327,-0.0057,0.4674,-0.3168
29-05-2006,0.3505,0.1394,0.1513,-0.1111,-0.0104,-0.1044,0.0151,-0.3781,0.1058,-0.0266
26-05-2006,0.2472,0.027,0.1192,0.1112,-0.1164,-0.0272,-0.0378,-0.0246,0.2975,-0.2904
25-05-2006,0.5353,0.0221,-0.0741,0.0263,0.0261,-0.1827,-0.1857,0.196,-0.5943,-0.3473
24-05-2006,-0.5382,-0.338,-0.245,0.2671,-0.0149,0.1997,0.153,0.0394,-0.1013,0.0692
23-05-2006,-1.3279,-0.3924,-0.6162,-0.1138,-0.1478,-0.2424,-0.439,0.0764,0.1532,-0.0578
22-05-2006,-0.3348,0.2858,0.1736,-0.1638,0.2354,-0.0291,-0.9021,0.4663,-0.6415,-0.4393
19-05-2006,0.4398,-0.3064,-0.0026,0.0988,0.0366,0.208,0.2109,0.1668,-0.6441,-0.0399
18-05-2006,-0.0547,0.4396,-0.5207,0.1902,0.0237,-0.2001,0.1852,-0.1805,-0.4581,-0.3171
17-05-2006,-0.0293,0.3512,0.0141,0.1118,0.1814,-0.0096,-0.2188,0.2349,-0.723,-0.447
16-05-2006,-1.586,-0.4656,0.0195,-0.756,0.4069,-0.0333,-0.5079,0.0865,-0.331,0.5208
15-05-2006,0.9881,0.287,0.435,0.2113,0.0226,0.1532,0.4403,-0.0414,-0.0895,-0.1849
12-05-2006,0.8113,0.3483,-0.3233,0.3592,-0.1619,0.0598,0.1851,0.0134,0.3169,0.0078
11-05-2006,-0.1016,-0.0912,-0.6947,0.0619,-0.3894,-0.1596,-0.1565,0.1441,0.1515,0.0403
10-05-2006,0.3607,0.1661,-0.1886,0.1736,0.0727,-0.0354,-0.3965,0.1555,0.5686,-0.0381
09-05-2006,0.8772,0.4449,-0.0304,0.1149,-0.0266,-0.065,-0.0891,0.0728,0.2916,0.1031
08-05-2006,0.2581,0.3965,0.1779,0.263,-0.0314,0.0964,0.1115,0.1198,0.7061,0.2415
28-04-2006,0.3113,-0.0788,-0.2349,-0.2199,-0.316,0.0669,0.4436,0.2234,0.0507,0.1631
27-04-2006,-0.0947,0.2208,-0.222,0.1493,0.0015,-0.0389,-0.1304,0.183,0.3274,-0.1355
26-04-2006,0.3998,-0.0947,-0.1167,0.0249,-0.0708,-0.2333,0.1512,-0.0236,-0.4616,0.0686
25-04-2006,-0.0189,0.0866,-0.0506,0.119,0.0539,0.2627,0.6777,0.3917,0.5413,-0.2076
24-04-2006,0.1757,0.0922,-0.484,-0.0292,-0.0797,0.1544,1.1684,0.3709,0.2159,0.3057
21-04-2006,0.2163,-0.1606,0.1445,-0.0329,-0.1104,-0.0801,0.9284,0.1168,-0.3348,0.1195
20-04-2006,0.2365,-0.1766,-0.3819,-0.0322,-0.2537,0.1121,0.4063,0.3403,-0.0874,0.6468
19-04-2006,0.1744,-0.2341,-0.2073,0.1448,-0.0149,-0.0514,0.6617,0.1181,0.2336,0.4003
18-04-2006,0.1214,-0.1198,-0.1052,-0.015,-0.0056,0.1332,0.2598,-0.0323,-0.0367,0.2346
17-04-2006,0.0311,-0.1523,0.1334,0.0087,-0.1387,-0.0553,0.0389,-0.0071,-0.4138,-0.0176
14-04-2006,0.5144,0.1819,0.2489,0.0859,-0.169,0.0855,0.2154,0.0467,0.2957,0.0612
13-04-2006,-0.3421,-0.3054,-0.0149,-0.3232,0.0706,-0.3212,-0.0662,-0.3575,-0.6358,0.3928
12-04-2006,0.0067,-0.0016,-0.1226,-0.2495,-0.1292,-0.202,0.0721,0.0259,-0.3374,-0.1915
11-04-2006,-0.2969,-0.0796,0.0735,-0.0505,-0.0908,-0.0503,-0.1654,0.096,0.12,0.0812
10-04-2006,-0.0219,0.1424,0.2103,0.0488,-0.0909,0.113,-0.3984,0.1658,0.1144,-0.3129
07-04-2006,0.4663,0.0463,-0.1174,0.0383,-0.2011,-0.3167,0.144,0.2395,0.059,-0.1939
06-04-2006,0.2458,0.2047,-0.3053,0.1519,-0.067,-0.0724,0.3437,0.1806,0.1413,0.1206
05-04-2006,0.061,-0.2215,0.2007,0.0433,-0.0398,0.1408,0.1171,0.0277,0.045,-0.1321
04-04-2006,0.1491,0.1188,0.1232,0.1756,0.0393,-0.0019,-0.1215,0.221,0.2832,-0.0822
03-04-2006,0.0672,-0.1561,0.2391,0.2517,-0.142,0.2473,0.4092,0.5471,0.0185,-0.2398
31-03-2006,0.3193,-0.1202,-0.0726,0.0453,-0.0963,0.0256,0.527,0.359,0.1565,-0.0885
30-03-2006,-0.1516,-0.2183,-0.1692,0.0278,-0.0226,-0.0668,0.0027,0.0694,-0.1738,0.1424
29-03-2006,-0.0823,-0.0234,-0.0344,0.0374,0.0853,-0.1228,0.0764,0.0939,-0.1276,0.2037
28-03-2006,0.0639,-0.1016,0.0088,-0.0031,0.0625,-0.1684,0.2536,0.0793,0.0949,-0.1146
27-03-2006,0.1375,-0.0112,0.0364,-0.0299,-0.0082,0.1267,0.1806,0.1066,-0.0155,-0.1856
24-03-2006,-0.2632,-0.0923,-0.0464,0.0075,0.102,-0.054,0.1106,-0.0995,-0.0581,0.0209
23-03-2006,0.1309,-0.0621,0.007,-0.0325,0.0778,-0.1205,0.1799,0.024,-0.0528,-0.2792
22-03-2006,0.1802,0.0269,-0.0334,0.0953,0.0524,0.1204,0.2622,0.205,0.0603,-0.2186
21-03-2006,0.1197,-0.1495,0.0494,-0.0307,0.0727,0.132,0.2084,0.0533,0.0739,-0.153
20-03-2006,0.264,-0.1174,0.2305,0.0846,-0.0017,-0.0946,0.011,0.1254,0.1306,0.0331
17-03-2006,-0.0857,0.0536,0.0664,-0.0038,-0.0727,-0.0992,0.1282,0.0112,0.0342,-0.0663
16-03-2006,0.1314,-0.006,0.0765,-0.0405,0.0265,-0.0707,0.18,0.2376,-0.0004,-0.0162
15-03-2006,0.0516,-0.1737,0.061,0.0185,-0.0283,0.0562,0.1536,0.1223,0.1952,-0.1133
14-03-2006,-0.0003,0.0126,-0.1785,0.0586,0.0046,0.006,0.1114,-0.0283,0.1653,-0.0664
13-03-2006,0.1364,-0.0211,0.0635,-0.0061,0.055,0.0596,0.175,-0.0437,-0.0353,0.0717
10-03-2006,-0.0713,-0.0687,0.1419,0.0115,-0.0425,0.0695,-0.0256,-0.0458,0.1255,0.0535
09-03-2006,-0.1729,0.0425,0.0911,-0.0351,0.0179,-0.1491,0.0988,-0.1764,-0.1163,0.0415
08-03-2006,0.1463,0.1034,-0.0798,0.1127,0.0158,0.1265,0.0799,0.0169,-0.0566,-0.1228
07-03-2006,-0.1438,-0.0986,-0.1469,0.067,-0.0117,-0.2412,0.1066,-0.0461,-0.2465,0.2486
06-03-2006,0.0374,0.0597,-0.0622,0.0047,0.0164,-0.1286,0.0992,0.0562,-0.2358,0.0965
03-03-2006,-0.0952,-0.0003,-0.0598,-0.0654,-0.0206,0.0007,-0.0312,-0.0498,0.1031,0.0576
02-03-2006,-0.1562,-0.0255,-0.1382,0.0776,-0.0737,-0.1003,0.1948,-0.1765,-0.125,0.2383
01-03-2006,-0.0281,0.011,0.0535,0.0443,0.0521,-0.0465,0.0984,0.1198,0.1439,-0.0866
28-02-2006,0.0099,-0.1027,-0.0696,0.0397,0.0066,0.1511,-0.0011,-0.1272,0.1482,0.0293
27-02-2006,-0.1859,-0.0338,-0.1005,0.0975,0.0115,-0.1715,-0.1008,-0.1896,0.0026,-0.1349
24-02-2006,0.0707,-0.0651,0.0522,0.1436,-0.0286,0.0165,0.2538,0.0508,-0.135,0.0076
23-02-2006,-0.0674,0.1134,-0.0404,-0.0004,-0.0148,-0.0245,-0.4227,-0.2545,0.1044,0.106
22-02-2006,-0.0386,0.0595,0.0756,0.0392,0.0359,-0.0856,-0.1329,-0.0724,0.1949,-0.0564
21-02-2006,0.3043,-0.0571,0.197,-0.0564,0.0051,0.1363,0.0713,-0.0079,0.2044,-0.0737
20-02-2006,-0.0986,0.0597,0.2737,-0.1257,0.0581,-0.3155,0.0185,-0.1807,0.0482,0.1548
17-02-2006,-0.1285,0.0408,0.0734,-0.1607,0.0709,-0.0255,0.0246,-0.3534,-0.4059,0.2666
16-02-2006,-0.1219,0.0019,-0.3003,0.1028,-0.1097,-0.2617,-0.3206,-0.1081,0.0727,0.4674
15-02-2006,0.054,-0.0145,0.1021,0.0224,0.0011,-0.0696,-0.1669,0.0032,-0.0478,0.135
14-02-2006,0.1789,-0.0827,-0.0479,-0.0406,0.0129,-0.0682,0.254,-0.0128,0.1711,-0.0386
13-02-2006,-0.2155,0.1644,-0.0824,0.1348,-0.12,-0.0153,-0.176,-0.1745,-0.0507,0.0206
10-02-2006,0.0636,0.1055,-0.0759,0.1517,-0.0908,0.1847,0.0085,0.1314,-0.107,-0.009
09-02-2006,-0.4405,-0.0362,-0.0396,-0.0516,0.0711,0.012,-0.2113,-0.1092,0.0478,-0.1692
08-02-2006,-0.1006,0.1228,0.1712,-0.0896,-0.012,-0.2138,-0.5223,-0.1139,-0.156,0.0099
07-02-2006,-0.1697,0.0388,-0.025,0.1378,0.1453,-0.0185,-0.8093,-0.1233,0.191,-0.1016
06-02-2006,0.2466,0.0991,0.0973,-0.0124,0.0234,0.2044,0.3187,0.0158,0.2915,-0.1838
25-01-2006,-0.1696,-0.0651,-0.0472,0.1196,0.0416,-0.0908,0.6845,0.2038,-0.013,0.4569
24-01-2006,-0.11,-0.0402,-0.0127,0.0848,0.0097,-0.0428,0.23,0.1782,-0.3842,0.2635
23-01-2006,0.47,-0.0898,-0.0077,-0.0936,-0.0034,0.1055,0.2254,0.5739,-0.4427,0.1334
20-01-2006,0.3709,-0.1781,-0.1489,-0.0942,0.1729,-0.0802,0.3581,0.4355,-0.0677,0.2457
19-01-2006,0.2928,0.0131,0.145,-0.0216,0.1093,-0.2156,0.3046,0.1872,0.0806,-0.0118
18-01-2006,0.4982,-0.0448,0.0974,0.0059,0.071,0.2209,0.1862,0.1124,-0.2189,0.1154
17-01-2006,-0.1916,0.0376,-0.031,-0.114,0.0493,0.0291,-0.1021,-0.1608,0.2363,0.02
16-01-2006,-0.0631,-0.2587,-0.1409,-0.1125,-0.0496,-0.0089,-0.2125,0.03,-0.1591,0.0267
13-01-2006,0.145,0.0405,-0.0246,-0.0141,0.031,-0.1273,-0.0363,0.151,-0.117,-0.2451
12-01-2006,0.3835,-0.0026,0.0924,-0.0825,-0.0447,0.1804,-0.0653,0.2975,-0.184,-0.144
11-01-2006,-0.037,0.1,-0.2158,0.1664,0.0763,-0.2605,0.1937,0.0814,0.0633,0.1266
10-01-2006,0.2,0.015,-0.0386,0.1465,0.0326,-0.0852,0.1518,-0.0294,0.2059,-0.1083
09-01-2006,0.2386,0.0187,0.0483,-0.0144,-0.028,0.0959,0.1494,0.1091,0.049,-0.3074
06-01-2006,0.0748,-0.0529,-0.0494,0.144,0.0243,-0.0392,-0.026,-0.0648,-0.0747,0.1334
05-01-2006,0.1565,-0.0543,0.0939,0.0898,-0.0121,0.1296,-0.308,-0.0962,-0.1379,0.3276
04-01-2006,0.2963,-0.0715,-0.158,0.0574,-0.084,0.1405,-0.0384,0.0068,-0.2306,0.2306
30-12-2005,-0.1462,-0.0613,0.0505,-0.0895,-0.0309,-0.0705,0.0372,0.1897,0.0298,0.0408
29-12-2005,0.1915,-0.1521,0.1241,0.0964,-0.0632,0.0163,0.1242,0.0038,-0.1728,0.3248
28-12-2005,0.1251,-0.064,0.1217,0.0319,-0.012,-0.0293,0.1216,0.0323,0.0469,-0.0419
27-12-2005,-0.0071,0.0463,0.0088,0.0162,0.0044,-0.0246,0.1851,-0.0174,0.106,-0.1953
26-12-2005,0.1193,0.029,0.0194,0.0788,0.0121,-0.0566,0.195,0.0561,0.0299,-0.0496
23-12-2005,-0.0174,-0.0586,0.0582,0.0642,0.0005,-0.0637,-0.0032,0.0066,0.0436,-0.1356
22-12-2005,-0.0064,0.1092,-0.0599,0.0832,0.0051,0.1033,0.2576,-0.0544,0.0204,0.0176
21-12-2005,-0.1492,-0.1338,0.0362,-0.0524,0.0572,-0.1457,0.0676,0.1025,-0.0762,0.1598
20-12-2005,0.1129,-0.0044,0.028,0.0111,0.0415,0.0748,-0.0235,0.0329,0.1258,0.074
19-12-2005,-0.1459,0.1233,-0.013,-0.0085,0.0734,-0.1344,-0.0664,-0.1791,-0.0569,-0.099
16-12-2005,0.1115,0.0056,0.0563,0.0346,-0.0979,0.1399,0.0267,0.1452,-0.0256,0.0141
15-12-2005,-0.1204,-0.017,0.0443,0.0358,0.069,-0.1844,-0.0208,-0.0066,-0.0405,0.1794
14-12-2005,0.1406,0.0669,-0.155,0.0531,0.0109,0.0268,0.0983,0.0865,-0.0273,0.0682
13-12-2005,0.0439,0.0071,0.0264,-0.0013,-0.0289,-0.0161,0.0324,-0.0992,0.1083,0.0602
12-12-2005,0.2933,0.1181,-0.0607,0.004,0.1201,0.0032,0.0414,0.0261,0.0871,-0.1413
09-12-2005,0.2388,0.021,0.1019,0.0763,0.0644,0.1141,0.27,0.0239,0.1505,-0.2489
08-12-2005,0.0693,0.0798,0.0526,-0.0244,0.0636,-0.0107,0.0822,0.0587,-0.0187,0.2272
07-12-2005,0.2126,0.11,-0.0147,-0.0137,0.0081,0.0761,0.0743,-0.1335,0.1938,-0.0199
06-12-2005,0.1159,0.0055,0.1139,0.0622,0.0515,-0.0212,-0.2341,-0.2054,-0.1754,0.1563
05-12-2005,-0.4606,0.0193,-0.1157,-0.0053,-0.0347,-0.0824,-0.0314,-0.0344,-0.5087,0.5878
02-12-2005,-0.124,-0.0628,-0.0427,0.0155,-0.0906,-0.0306,0.1673,-0.0134,-0.3481,0.5354
01-12-2005,-0.0976,0.0403,0.016,-0.0123,0.0041,-0.0784,-0.0184,0.0392,-0.0049,0.0775
30-11-2005,0.1496,-0.0976,0.0286,0.0831,-0.0784,0.2196,0.1212,-0.0064,-0.33,-0.0026
29-11-2005,-0.1669,0.0066,0.0392,-0.0816,0.0074,0.0719,0.214,0.0475,-0.3379,0.0599
28-11-2005,0.1733,0.0072,-0.0249,-0.0028,0.1188,-0.1484,0.1137,-0.108,0.1911,-0.0691
25-11-2005,-0.1448,0.0262,-0.1334,0.0197,0.0607,-0.023,-0.1661,-0.1909,-0.1605,0.0284
24-11-2005,0.0051,-0.0347,-0.0611,-0.0324,-0.011,0.0447,-0.1605,-0.0655,-0.1125,0.0662
23-11-2005,0.2285,0.0732,0.0502,-0.0069,-0.023,0.1225,0.0966,-0.0727,-0.0375,-0.0628
22-11-2005,-0.4086,-0.0538,-0.1139,0.0766,-0.0466,0.0029,0.2211,0.01,-0.2169,0.0837
21-11-2005,0.1463,-0.0103,0.0379,0.0857,-0.0077,-0.122,-0.0395,-0.0604,0.1461,-0.0865
18-11-2005,0.2428,0.0482,0.2692,-0.0585,0.0127,0.2341,0.0955,0.0135,0.1011,-0.0558
17-11-2005,0.0312,-0.1237,-0.0342,-0.0029,-0.0412,0.0047,-0.0595,-0.1761,-0.0351,0.1137
16-11-2005,0.0406,0.2307,0.0765,0.0594,-0.0474,-0.021,-0.2025,-0.007,-0.0166,-0.1399
